Vulnerability Name,Vulnerability ID,Category,Rule Name,Severity,Status,First Seen Time,Last Seen Time,Application Name,Application ID,How to Fix,Line Number,Source File Name,Code Snippet,CWE,OWASP,Reference,Language,Comment
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceExecutionResource.java:102,66f3f523416a1861bee33788,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33788/howtofix,102,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceExecutionResource.java,"return flowServiceExecutionOperations.markIntegrationExportable(serviceName,serviceInput,projectName);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java:255,66f3f523416a1861bee3378b,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee3378b/howtofix,255,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java,"return new ResponseEntity<>(convertToBase(flowOperations.getFlowServiceMetadata(projectName, skip, limit, q,
					addReferences, errorFreeOnly, includeEdgeFlows, skipEdgeFlows, specFilter)), HttpStatus.OK);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java:210,66f3f523416a1861bee3378c,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee3378c/howtofix,210,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java,"return new ResponseEntity<String>(flowSigJson, HttpStatus.OK);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java:342,66f3f523416a1861bee3378e,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee3378e/howtofix,342,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java,"return new ResponseEntity<String>(IDataJsonUtils.convertIDataToJsonString(dependentFlows), HttpStatus.OK);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java:192,66f3f523416a1861bee3378f,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee3378f/howtofix,192,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java,return result;,http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java:97,66f3f523416a1861bee33790,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33790/howtofix,97,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java,"return new ResponseEntity<CustomIDataMap>(flowJson, HttpStatus.OK);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java:291,66f3f523416a1861bee33791,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33791/howtofix,291,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java,"return documentTypeController.deleteDocumentTypes(deleteRequest, projectName);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java:97,66f3f523416a1861bee33792,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33792/howtofix,97,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceResource.java,"return new ResponseEntity<CustomIDataMap>(flowJson, HttpStatus.OK);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceDebugResource.java:56,66f3f523416a1861bee33793,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33793/howtofix,56,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceDebugResource.java,"return new ResponseEntity<String>(CommonsUtil.getJSONStringFromIData(debugFlowService.getIData()),
				HttpStatus.OK);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/EdgeFlowServiceDebugResource.java:111,66f3f523416a1861bee33794,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33794/howtofix,111,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/EdgeFlowServiceDebugResource.java,"return new ResponseEntity<>(response, HttpStatus.OK) ;",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java:299,66f3f523416a1861bee33795,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33795/howtofix,299,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java,"return documentTypeController.validateXSDSources(options, sources, projectName);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java:180,66f3f523416a1861bee33796,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33796/howtofix,180,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java,return result;,http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceDebugResource.java:56,66f3f523416a1861bee33797,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33797/howtofix,56,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceDebugResource.java,"return new ResponseEntity<String>(CommonsUtil.getJSONStringFromIData(debugFlowService.getIData()),
				HttpStatus.OK);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java:161,66f3f523416a1861bee33798,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33798/howtofix,161,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java,"return documentTypeController.getDocFromXml(metaDataRequest, inputFile, false);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DeploymentResource.java:147,66f3f523416a1861bee33799,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee33799/howtofix,147,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DeploymentResource.java,"return convertToBase(deploymentOperations.retrieveImportIntegrationApplicationsForUsage(serviceName, fromTenantPackageName, fromProjectName));",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java:266,66f3f523416a1861bee3379a,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee3379a/howtofix,266,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/DocumentTypeResource.java,return convertToBase(updatedResponse.getIData());,http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
Cross Site Scripting Rule@modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceDebugResource.java:56,66f3f523416a1861bee3379b,INJECTION,Cross Site Scripting Rule,CRITICAL,REPORTED,2024-09-25T11:33:54.988Z,2024-09-25T11:33:54.988Z,unifiedTooling,29247bee-4b4a-4902-ab6c-7dbc5344a0ba,https://app.contrastsecurity.com/Contrast/static/ng/index.html#/142bb017-de7e-4af7-b5b9-f0782aa6d369/scans/29247bee-4b4a-4902-ab6c-7dbc5344a0ba/vulnerabilities/66f3f523416a1861bee3379b/howtofix,56,modules/flow/src/main/java/com/softwareag/wmic/unfiedtooling/rest/FlowServiceDebugResource.java,"return new ResponseEntity<String>(CommonsUtil.getJSONStringFromIData(debugFlowService.getIData()),
				HttpStatus.OK);",http://cwe.mitre.org/data/definitions/79.html,https://www.owasp.org/index.php/XSS_(Cross_Site_Scripting)_Prevention_Cheat_Sheet,https://www.google.es/about/appsecurity/learning/xss/,JAVA,
